trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
23708	5124	0	0	3	1	2	1	1.0	1	2013	1	25	5	7.166666667	35	1	1	2	10872	2.486111111	0.656111111	0.283055556	0.366666667	0.0625	0.1	1	0.495555556	5.4	1.65	0.0	0.5319510000000001
23724	5125	2	0	3	2	1	4	0.5	1	2013	1	25	5	12.0	20	0	0	1	12760	3.13	0.951388889	0.2119444439999999	0.7666666670000001	0.0	0.0	0	0.658055556	1.85	2.37	0.0	0.548755
23745	5130	1	3	4	2	1	1	1.0	1	2013	1	25	5	15.0	27	1	1	1	2886	0.833333333	0.2397222219999999	0.187777778	0.0	0.2488888889999999	0.0	0	0.205555556	1.5	0.59	0.0	0.121622
23747	5130	1	5	4	1	1	1	1.0	1	2013	1	25	5	16.75	27	1	1	1	1791	0.491388889	0.137777778	0.102777778	0.0	0.183333333	0.0	0	0.1016666669999999	1.5	0.32	0.0	0.142077
23751	5130	2	3	1	2	2	1	1.0	1	2013	1	25	5	15.25	25	0	0	1	951	0.2847222219999999	0.087777778	0.201666667	0.0	0.05	0.0	0	0.093611111	1.5	0.19	0.0	0.183976
23753	5130	2	6	4	5	2	1	1.0	1	2013	1	25	5	0.183333333	25	0	0	1	3694	1.0025	0.3388888889999999	0.066388889	0.0	0.235833333	0.0	0	0.156944444	1.5	0.58	0.0	0.122124
23760	5130	5	2	4	3	2	5	0.0	1	2013	1	25	5	19.5	5	0	0	1	10876	2.518333333	0.651944444	0.387222222	0.183333333	0.0	0.1	1	0.391666667	0.0	1.34	0.0	0.396454
23771	5135	3	0	1	5	1	1	1.0	1	2013	1	25	5	13.75	18	0	1	1	675	0.198611111	0.111111111	0.090833333	0.0	0.103888889	0.0	0	0.170555556	1.5	0.33	10.5	0.6009770000000001
23774	5135	3	3	4	5	1	1	1.0	1	2013	1	25	5	2.5	18	0	1	1	1812	0.477777778	0.201666667	0.154722222	0.0	0.1325	0.0	0	0.1963888889999999	1.5	0.45	0.0	0.394625
23798	5140	2	0	4	3	2	3	0.0	1	2013	1	25	5	9.0	11	0	0	1	7948	2.016111111	0.620555556	0.205833333	0.0	0.572777778	0.133333333	1	0.350555556	0.0	1.19	0.0	0.37401
23804	5141	1	0	3	4	6	1	1.0	1	2013	1	25	5	8.0	46	1	1	2	11693	2.770833333	0.9275	0.083333333	0.4	0.263333333	0.1166666669999999	1	0.71	4.4	1.97	0.0	0.593897
23805	5141	1	1	4	3	6	1	1.0	1	2013	1	25	5	10.5	46	1	1	2	873	0.195555556	0.074444444	0.080277778	0.0	0.044444444	0.0	0	0.079722222	1.5	0.19	0.0	0.337979
23808	5141	1	4	4	5	6	1	1.0	1	2013	1	25	5	17.5	46	1	1	2	5095	1.293888889	0.3858333329999999	0.282777778	0.0	0.431944444	0.0	0	0.265833333	1.5	0.79	0.0	0.3814
23812	5141	2	2	4	3	1	3	0.0	1	2013	1	25	5	23.75	13	1	0	2	5363	1.321388889	0.4558333329999999	0.049722222	0.0	0.308611111	0.098333333	1	0.2191666669999999	0.0	0.81	0.0	0.141952
23835	5145	3	0	1	2	1	5	0.0	1	2013	1	25	5	8.5	6	1	0	1	757	0.229166667	0.086944444	0.163611111	0.0	0.0313888889999999	0.0	0	0.068611111	0.0	0.19	0.0	0.2348179999999999
23845	5148	0	1	3	5	6	1	1.0	1	2013	1	26	6	13.0	35	1	1	0	2463	0.6102777779999999	0.184722222	0.1819444439999999	0.0	0.163055556	0.0	0	0.183611111	1.5	0.46	0.0	0.387292
23864	5152	3	1	3	5	1	3	0.0	1	2013	1	26	6	14.5	13	0	0	2	5627	1.348888889	0.376666667	0.064166667	0.0	0.391111111	0.0	0	0.229444444	0.0	0.81	0.0	0.216707
23879	5155	0	6	4	3	2	1	1.0	1	2013	1	26	6	22.5	56	0	1	1	12084	2.8686111110000003	0.917222222	0.106944444	0.2	0.1875	0.15	1	0.3913888889999999	3.0	1.57	0.0	0.25621
23896	5158	1	0	4	3	1	5	0.0	1	2013	1	26	6	8.75	82	1	1	2	3747	0.907222222	0.325555556	0.146666667	0.0	0.237777778	0.0	0	0.254444444	0.0	0.84	0.0	0.200873
23901	5159	1	3	3	3	1	1	1.0	1	2013	1	26	6	0.75	27	0	1	1	2646	0.630277778	0.178055556	0.1291666669999999	0.0	0.114722222	0.0	0	0.121944444	1.5	0.39	0.0	0.28246
23907	5162	0	0	3	3	6	5	0.0	1	2013	1	26	6	11.5	60	1	1	0	3225	0.7955555559999999	0.268055556	0.040277778	0.0	0.316666667	0.0	0	0.199166667	0.0	0.62	0.0	0.333333
23910	5162	0	3	3	5	6	5	0.0	1	2013	1	26	6	15.01666667	60	1	1	0	1983	0.4638888889999999	0.196111111	0.110277778	0.0	0.114444444	0.0	0	0.1022222219999999	0.0	0.27	0.0	0.288043
23983	5178	1	2	4	1	1	1	1.0	1	2013	1	27	7	13.91666667	59	0	1	2	855	0.251944444	0.080555556	0.14	0.0	0.066666667	0.0	0	0.090833333	1.5	0.21	0.0	0.299694
23984	5178	1	3	4	1	1	1	1.0	1	2013	1	27	7	19.0	59	0	1	2	855	0.248055556	0.0705555559999999	0.137222222	0.0	0.096111111	0.0	0	0.092777778	1.5	0.22	0.0	0.359281
23986	5178	2	1	4	5	1	4	1.0	1	2013	1	27	7	9.5	21	1	0	2	4104	1.047777778	0.363888889	0.013611111	0.0	0.341666667	0.0	0	0.2263888889999999	1.5	0.7	0.0	0.373006
23992	5179	2	0	4	3	6	3	0.0	1	2013	1	27	7	12.5	12	1	0	0	1109	0.259722222	0.069444444	0.079722222	0.0	0.066666667	0.0	0	0.072777778	0.0	0.18	0.0	0.0648855
23998	5180	1	2	1	5	6	1	1.0	1	2013	1	27	7	12.75	20	0	0	0	548	0.1166666669999999	0.041111111	0.041944444	0.0	0.058333333	0.0	0	0.045277778	1.5	0.1	0.0	0.6319020000000001
24013	5184	1	4	4	3	6	1	1.0	1	2013	1	27	7	17.33333333	43	0	1	2	5129	1.279166667	0.438888889	0.135	0.05	0.285833333	0.1	1	0.4119444439999999	3.0	0.99	0.0	0.515846
24026	5189	1	0	4	1	4	1	1.0	1	2013	1	28	1	8.5	46	0	1	2	9881	2.293055556	0.650555556	0.087777778	0.3	0.370555556	0.2166666669999999	2	0.536111111	5.8	2.83	0.0	0.5979270000000001
24043	5193	3	0	4	2	1	2	0.5	1	2013	1	28	1	8.083333332999999	16	1	0	1	3139	0.835833333	0.280555556	0.297777778	0.0	0.2	0.0	0	0.226111111	0.75	0.68	0.0	0.2862409999999999
24055	5195	0	5	4	5	1	1	1.0	1	2013	1	28	1	13.5	53	0	1	2	5722	1.420833333	0.518611111	0.054722222	0.0	0.541666667	0.1166666669999999	1	0.297222222	3.0	0.97	0.0	0.17757
24106	5204	1	1	1	5	1	1	1.0	1	2013	1	29	2	8.85	36	0	1	2	2877	0.762777778	0.231666667	0.323333333	0.0	0.2875	0.0	0	0.184166667	1.5	0.59	0.0	0.405732
24112	5204	1	7	4	3	1	1	1.0	1	2013	1	29	2	21.0	36	0	1	2	1995	0.526666667	0.135555556	0.2375	0.0	0.073888889	0.0	0	0.143055556	1.5	0.54	0.0	0.2038829999999999
24130	5207	0	1	4	3	1	5	0.0	1	2013	1	29	2	11.0	49	0	1	2	4453	1.039444444	0.301111111	0.2575	0.0	0.2666666669999999	0.0	0	0.205833333	0.0	0.75	0.0	0.391363
24135	5207	1	2	4	3	1	1	1.0	1	2013	1	29	2	19.0	46	1	1	2	4897	1.299166667	0.349166667	0.080833333	0.0	0.484166667	0.0825	1	0.1975	3.0	0.86	0.0	0.281294
24143	5209	0	1	4	5	2	1	1.0	1	2013	1	29	2	7.566666667000001	59	1	1	2	2648	0.648888889	0.175	0.22	0.0	0.1566666669999999	0.0	0	0.171111111	1.5	0.4	0.0	0.396104
24145	5209	1	0	1	3	2	1	1.0	1	2013	1	29	2	10.0	60	0	1	2	292	0.1988888889999999	0.048055556	0.133611111	0.0	0.033333333	0.0	0	0.060277778	1.5	0.12	0.0	0.101382
24152	5210	0	3	4	3	5	1	1.0	1	2013	1	29	2	11.08333333	45	1	1	2	1331	0.3888888889999999	0.121111111	0.142777778	0.0	0.1175	0.0	0	0.136388889	1.5	0.49	0.0	0.185336
24153	5210	0	4	4	3	5	1	1.0	1	2013	1	29	2	16.16666667	45	1	1	2	4019	0.959166667	0.283055556	0.3288888889999999	0.0	0.2919444439999999	0.0	0	0.2075	1.5	0.83	0.0	0.172691
24164	5210	3	3	1	3	1	3	0.0	1	2013	1	29	2	17.5	15	1	0	2	4019	0.921944444	0.251111111	0.298333333	0.0	0.315	0.0	0	0.255277778	0.0	0.71	0.0	0.2013059999999999
24168	5211	1	0	4	3	2	1	1.0	1	2013	1	29	2	12.0	61	1	1	1	4787	1.405277778	0.419722222	0.108333333	0.2	0.066666667	0.2166666669999999	2	0.240555556	3.0	0.76	0.0	0.137413
24194	5216	0	3	1	2	6	1	1.0	1	2013	1	29	2	15.5	49	1	0	0	1069	0.275	0.078055556	0.0922222219999999	0.0	0.079166667	0.0	0	0.093333333	1.5	0.2	0.0	0.190476
24238	5226	0	2	4	4	1	1	1.0	1	2013	1	29	2	15.0	45	0	1	1	1993	0.6183333329999999	0.184166667	0.116111111	0.0	0.296388889	0.1036111109999999	1	0.170833333	3.0	0.46	0.0	0.160976
24239	5226	0	3	4	4	1	1	1.0	1	2013	1	29	2	18.0	45	0	1	1	1993	0.614444444	0.180833333	0.203888889	0.0	0.305555556	0.094444444	1	0.199166667	3.0	0.49	0.0	0.334728
24249	5226	4	1	1	2	1	3	0.0	1	2013	1	29	2	16.75	11	0	0	1	783	0.3025	0.1072222219999999	0.195	0.0	0.0605555559999999	0.0	0	0.100277778	0.0	0.25	0.0	0.301939
24257	5228	0	7	3	3	1	5	0.0	1	2013	1	29	2	16.83333333	64	1	1	1	2771	0.701666667	0.2344444439999999	0.236111111	0.0	0.254166667	0.0	0	0.246666667	0.0	0.58	0.0	0.614865
24270	5232	0	0	3	1	6	1	1.0	1	2013	1	29	2	8.166666667000001	46	1	0	0	10664	2.621111111	0.8866666670000001	0.208888889	0.4	0.076388889	0.2	2	0.685	4.8	1.82	0.0	0.5969180000000001
24284	5235	2	0	3	2	1	5	0.0	1	2013	1	30	3	8.0	10	0	0	2	898	0.2725	0.090555556	0.183611111	0.0	0.075	0.0	0	0.083055556	0.0	0.23	0.0	0.214047
24305	5239	2	1	3	2	1	3	0.0	1	2013	1	30	3	15.25	13	0	0	1	5306	1.301944444	0.348611111	0.1255555559999999	0.0	0.481388889	0.123055556	1	0.399444444	0.0	1.08	0.0	0.28025
24312	5241	2	0	3	2	1	2	0.0	1	2013	1	30	3	8.75	16	0	0	1	2862	0.705277778	0.243611111	0.081944444	0.0	0.394166667	0.0	0	0.233611111	0.0	0.65	0.0	0.373365
24317	5242	0	3	1	3	6	1	1.0	1	2013	1	30	3	11.66666667	42	1	0	0	830	0.2369444439999999	0.0575	0.133611111	0.0	0.049722222	0.0	0	0.074444444	1.5	0.19	0.0	0.335821
24340	5247	1	0	3	2	2	4	0.5	1	2013	1	30	3	9.416666667	25	1	0	1	2887	0.807777778	0.2275	0.158333333	0.0	0.378333333	0.088333333	1	0.150555556	1.5	0.5	0.0	0.297048
24350	5248	1	6	3	3	6	1	1.0	1	2013	1	30	3	13.33333333	33	1	0	0	3404	0.803333333	0.2691666669999999	0.073055556	0.0	0.323055556	0.0	0	0.206111111	1.5	0.61	0.0	0.0916442
24351	5248	1	7	1	2	6	1	1.0	1	2013	1	30	3	15.0	33	1	0	0	249	0.091111111	0.0258333329999999	0.041388889	0.0	0.020833333	0.0	0	0.024166667	1.5	0.06	0.0	0.0114942999999999
24352	5248	2	0	3	2	6	1	1.0	1	2013	1	30	3	9.0	22	1	0	0	15958	3.897777778	1.301111111	0.195555556	0.0	1.3466666669999998	0.095833333	1	0.895	3.0	2.66	0.0	0.493172
24365	5252	0	0	3	1	6	1	1.0	1	2013	1	30	3	8.25	36	0	1	0	5474	1.456944444	0.4327777779999999	0.095277778	0.0	0.505	0.124722222	1	0.236111111	3.0	0.83	0.0	0.5152939999999999
24367	5253	0	0	3	1	1	1	1.0	1	2013	1	31	4	8.0	22	1	0	1	1974	0.566944444	0.208611111	0.2919444439999999	0.0	0.199166667	0.0	0	0.167777778	1.5	0.49	0.0	0.294702
24371	5253	1	2	4	3	1	1	1.0	1	2013	1	31	4	20.0	54	1	1	1	1189	0.3433333329999999	0.108611111	0.163055556	0.0	0.064722222	0.0	0	0.111111111	1.5	0.27	0.0	0.1225
24382	5258	0	0	4	4	6	1	1.0	1	2013	1	31	4	8.166666667000001	42	1	1	2	12914	3.270833333	0.8713888890000001	0.1266666669999999	0.0	0.8725	0.4819444439999999	2	0.558055556	4.5	3.75	0.0	0.2444
24383	5258	0	1	4	4	6	1	1.0	1	2013	1	31	4	9.333333333	42	1	1	2	13977	3.229722222	0.8875	0.072777778	0.0	0.896388889	0.133333333	1	0.521388889	3.0	1.88	0.0	0.3564199999999999
24408	5261	0	3	3	1	6	4	1.0	1	2013	1	31	4	18.5	25	1	1	0	6758	1.551944444	0.538611111	0.215833333	0.316666667	0.0	0.0	0	0.533888889	1.95	1.48	0.0	0.662331
24419	5263	0	0	3	1	6	1	1.0	1	2013	1	31	4	8.0	34	1	1	0	19389	4.207222222	1.156944444	0.39	0.5166666670000001	0.0	0.1	1	0.965	5.7	2.96	10.5	0.605354
24448	5270	0	3	4	4	1	1	1.0	1	2013	1	31	4	15.0	55	1	1	1	2494	0.6972222220000001	0.253333333	0.136666667	0.0	0.274722222	0.0	0	0.1422222219999999	1.5	0.54	0.0	0.128906
24460	5271	0	8	4	5	1	1	1.0	1	2013	1	31	4	16.08333333	35	0	1	2	2142	1.896388889	0.632777778	0.141944444	0.033333333	0.1888888889999999	0.133333333	1	0.399166667	3.2	1.16	0.0	0.43563
24487	5275	1	1	3	3	6	5	0.0	1	2013	2	1	5	11.0	66	1	1	0	2767	0.655833333	0.2191666669999999	0.036111111	0.0	0.286666667	0.06	1	0.185833333	0.0	0.48	0.0	0.648729
24499	5278	0	1	3	5	1	5	0.0	1	2013	2	1	5	12.0	62	1	1	1	2385	0.580833333	0.151388889	0.063611111	0.0	0.253333333	0.0	0	0.163888889	0.0	0.45	0.0	0.115254
24515	5281	1	0	3	4	2	1	1.0	1	2013	2	1	5	7.0	49	0	0	1	13240	3.11	0.974444444	0.142777778	0.366666667	0.216111111	0.081111111	1	0.8825	4.8	1.96	10.5	0.713251
24516	5281	1	1	1	5	2	1	1.0	1	2013	2	1	5	10.0	49	0	0	1	733	0.189722222	0.0891666669999999	0.138888889	0.0	0.0	0.0	0	0.094166667	2.4	0.15	10.5	0.259587
24575	5296	1	0	2	3	1	4	0.0	1	2013	2	2	6	11.0	18	1	0	1	3500	0.7775	0.218333333	0.079166667	0.0	0.173611111	0.168055556	1	0.1397222219999999	0.0	0.5	0.0	0.121272
24628	5309	1	3	4	3	1	1	1.0	1	2013	2	2	6	16.5	53	0	1	1	4512	1.124444444	0.306388889	0.176111111	0.083333333	0.1819444439999999	0.113611111	1	0.3544444439999999	3.0	0.87	0.0	0.420063
24631	5310	0	2	4	3	1	1	1.0	1	2013	2	2	6	12.5	56	1	1	2	2465	0.650555556	0.198055556	0.358611111	0.0	0.146666667	0.0	0	0.176666667	1.5	0.52	0.0	0.2515719999999999
24647	5312	0	4	3	3	1	1	1.0	1	2013	2	2	6	17.08333333	44	1	1	2	5757	1.32	0.483611111	0.3544444439999999	0.2	0.0	0.0	0	0.497222222	1.5	1.43	0.0	0.460335
24659	5316	0	3	4	3	1	5	0.0	1	2013	2	2	6	20.0	70	1	1	2	3314	0.785833333	0.23	0.239166667	0.0	0.166666667	0.0	0	0.171111111	0.0	0.54	0.0	0.107143
24667	5317	3	0	4	3	1	3	0.0	1	2013	2	2	6	12.0	15	1	0	2	6654	1.592777778	0.451944444	0.093888889	0.0	0.55	0.0	0	0.406388889	0.0	1.27	0.0	0.215995
24684	5322	0	1	3	5	6	5	0.0	1	2013	2	3	7	14.75	81	1	0	0	3159	0.899166667	0.2847222219999999	0.079444444	0.0	0.283888889	0.0	0	0.225	0.0	0.65	0.0	0.344444
24688	5324	0	1	3	3	6	5	0.0	1	2013	2	3	7	13.0	85	0	0	0	1901	0.477222222	0.145555556	0.096944444	0.0	0.180277778	0.0	0	0.246111111	0.0	0.59	0.0	0.470655
24689	5325	2	0	1	1	2	1	1.0	1	2013	2	3	7	12.0	24	1	0	1	1496	0.340277778	0.141666667	0.0194444439999999	0.0	0.1772222219999999	0.0	0	0.135	1.5	0.29	0.0	0.306584
24702	5328	0	1	1	3	2	1	1.0	1	2013	2	3	7	15.0	38	1	1	2	881	0.239166667	0.121111111	0.163055556	0.0	0.078333333	0.0	0	0.134444444	1.5	0.23	0.0	0.345041
24721	5332	0	6	4	3	1	1	1.0	1	2013	2	3	7	16.58333333	42	1	1	2	1947	0.488055556	0.151388889	0.2688888889999999	0.0	0.1191666669999999	0.0	0	0.135	1.5	0.45	0.0	0.246914
24772	5346	0	3	1	1	5	1	1.0	1	2013	2	4	1	15.16666667	53	1	1	2	335	0.095833333	0.026111111	0.049444444	0.0	0.016666667	0.0	0	0.029722222	1.5	0.1	0.0	0.0
24777	5346	1	3	4	4	5	1	1.0	1	2013	2	4	1	17.0	55	0	1	2	30450	7.128888889	2.163333333	0.1472222219999999	0.966666667	0.3	0.2166666669999999	2	1.6633333330000002	5.4	7.61	0.0	0.406981
24781	5347	1	1	4	1	1	1	1.0	1	2013	2	4	1	17.0	31	0	1	2	12936	3.2225	1.021666667	0.123611111	0.4	0.1863888889999999	0.166666667	2	0.624444444	3.9	2.32	0.0	0.3714409999999999
24825	5354	0	5	3	4	6	1	1.0	1	2013	2	4	1	19.0	38	1	1	0	4401	1.138333333	0.4069444439999999	0.084444444	0.1	0.1411111109999999	0.1166666669999999	1	0.331944444	3.9	0.86	0.0	0.6995819999999999
24863	5364	2	2	3	3	2	3	0.0	1	2013	2	4	1	16.5	15	1	0	1	1563	0.420555556	0.153055556	0.043888889	0.0	0.18	0.0	0	0.124444444	0.0	0.29	10.5	0.591518
24871	5365	1	1	4	1	1	1	1.0	1	2013	2	5	2	15.5	33	0	1	1	1860	0.412777778	0.139444444	0.169166667	0.0	0.108888889	0.0	0	0.099722222	1.5	0.3	0.0	0.43454
24876	5367	0	0	1	3	2	5	0.0	1	2013	2	5	2	16.0	64	0	1	1	1118	0.335	0.124444444	0.095	0.0	0.0725	0.0	0	0.088888889	0.0	0.21	0.0	0.171875
24914	5374	3	2	4	3	1	1	1.0	1	2013	2	5	2	11.0	22	1	1	2	4599	1.416111111	0.4275	0.268055556	0.0	0.486944444	0.0891666669999999	1	0.250833333	3.0	0.97	0.0	0.24031
24917	5374	3	5	4	3	1	1	1.0	1	2013	2	5	2	22.91666667	22	1	1	2	1360	0.433611111	0.130277778	0.178611111	0.0	0.066666667	0.0	0	0.111111111	1.5	0.34	0.0	0.0775
24919	5375	0	1	4	5	3	1	1.0	1	2013	2	5	2	13.83333333	43	1	1	1	16654	4.074166667	1.122222222	0.253333333	0.6333333329999999	0.08	0.416666667	3	0.6775	4.6	3.44	0.0	0.410414
24932	5376	0	0	3	1	1	1	1.0	1	2013	2	5	2	8.0	36	0	1	1	17075	3.952777778	1.086666667	0.295555556	0.5166666670000001	0.016666667	0.1166666669999999	1	0.980833333	6.59	2.98	10.5	0.5658449999999999
24947	5381	3	0	4	3	1	1	1.0	1	2013	2	5	2	11.0	45	0	1	1	3600	1.0161111109999998	0.269722222	0.077222222	0.0	0.483333333	0.0	0	0.242777778	1.5	0.8	0.0	0.312357
24977	5388	0	0	1	3	6	1	1.0	1	2013	2	5	2	8.25	51	0	1	0	756	0.214166667	0.083055556	0.078333333	0.0	0.060277778	0.0	0	0.076111111	1.5	0.15	0.0	0.521898
24982	5388	0	5	1	3	6	1	1.0	1	2013	2	5	2	21.25	51	0	1	0	1146	0.274166667	0.1072222219999999	0.131388889	0.016666667	0.0	0.0	0	0.1	2.4	0.21	0.0	0.466667
24985	5390	0	1	3	3	6	5	0.0	1	2013	2	6	3	14.5	38	1	0	0	617	0.172777778	0.0875	0.090555556	0.0	0.075	0.0	0	0.088333333	0.0	0.17	0.0	0.5
24990	5391	1	0	3	3	6	1	1.0	1	2013	2	6	3	19.0	22	1	1	0	6450	1.516388889	0.503611111	0.161666667	0.0	0.6266666670000001	0.0	0	0.515833333	1.5	1.15	0.0	0.670975
24997	5393	1	1	3	4	1	1	1.0	1	2013	2	6	3	15.5	55	1	1	1	12343	2.8205555560000004	0.845833333	0.222222222	0.2	0.450555556	0.133333333	1	0.824722222	4.3	2.17	0.0	0.597171
25004	5394	0	8	3	3	1	1	1.0	1	2013	2	6	3	22.25	34	1	1	1	4020	1.088333333	0.336111111	0.055	0.0	0.36	0.1	1	0.260833333	3.0	0.78	0.0	0.466454
25005	5395	0	0	1	2	1	1	1.0	1	2013	2	6	3	8.5	42	1	1	1	649	0.259722222	0.0633333329999999	0.173333333	0.0	0.0233333329999999	0.0	0	0.065833333	1.5	0.19	0.0	0.21519
25035	5400	0	0	4	3	1	1	1.0	1	2013	2	6	3	11.5	28	0	1	1	1639	0.4175	0.183333333	0.093611111	0.0	0.185555556	0.0	0	0.1222222219999999	1.5	0.34	0.0	0.4272729999999999
25055	5403	1	3	4	5	1	5	0.0	1	2013	2	7	4	15.5	67	1	0	1	10329	2.415277778	0.6736111109999999	0.118333333	0.3	0.4	0.15	1	0.7263888890000001	0.0	1.93	0.0	0.378203
25067	5408	0	0	4	2	1	1	1.0	1	2013	2	7	4	13.33333333	42	0	1	1	3177	0.745833333	0.229166667	0.195277778	0.0	0.256666667	0.0	0	0.207777778	1.5	0.53	10.5	0.467914
25114	5416	0	1	3	1	1	1	1.0	1	2013	2	7	4	17.0	43	0	1	1	2955	0.793055556	0.264722222	0.036388889	0.0	0.499444444	0.1025	1	0.380833333	3.0	1.03	0.0	0.506929
25122	5418	0	2	4	3	1	1	1.0	1	2013	2	8	5	9.0	41	1	1	2	1072	0.473055556	0.121111111	0.265277778	0.0	0.083333333	0.0	0	0.115	1.5	0.34	0.0	0.0676327999999999
25123	5418	0	3	4	3	1	1	1.0	1	2013	2	8	5	10.5	41	1	1	2	1072	0.491388889	0.1447222219999999	0.240833333	0.0	0.083333333	0.0	0	0.12	1.5	0.35	0.0	0.0671296
25149	5421	0	1	1	3	1	1	1.0	1	2013	2	8	5	16.0	54	1	0	1	1117	0.318611111	0.116111111	0.133055556	0.0	0.05	0.0	0	0.071944444	1.5	0.21	0.0	0.100386
25150	5421	1	0	4	1	1	1	1.0	1	2013	2	8	5	7.5	55	0	1	1	14820	3.472777778	1.050277778	0.579722222	0.316666667	0.0	0.0	0	0.795	4.2	2.68	0.0	0.522362
25154	5422	0	1	4	1	6	1	1.0	1	2013	2	8	5	17.33333333	47	1	0	0	2204	0.507777778	0.1541666669999999	0.13	0.0	0.196111111	0.0	0	0.1866666669999999	1.5	0.39	0.0	0.373512
25162	5426	0	1	4	5	2	1	1.0	1	2013	2	8	5	6.65	25	1	1	1	6916	1.740555556	0.675	0.148888889	0.0	0.616388889	0.083611111	1	0.367222222	3.0	1.22	0.0	0.316188
25167	5426	2	1	3	4	2	1	1.0	1	2013	2	8	5	17.0	23	0	1	1	13187	3.159166667	0.926944444	0.184722222	0.3833333329999999	0.0	0.166666667	2	0.893055556	2.8	1.98	0.0	0.470918
25191	5431	0	0	1	3	6	4	1.0	1	2013	2	8	5	15.5	22	1	1	0	990	0.265555556	0.149722222	0.086944444	0.0	0.1025	0.0	0	0.081944444	1.5	0.18	10.5	0.59322
25203	5432	0	1	4	3	2	5	0.0	1	2013	2	8	5	8.566666667	74	0	1	2	847	0.2019444439999999	0.065277778	0.116944444	0.0	0.052777778	0.0	0	0.055833333	0.0	0.12	0.0	0.0
25216	5434	1	3	4	3	2	1	1.0	1	2013	2	8	5	18.41666667	54	0	1	2	1490	0.4513888889999999	0.191111111	0.2869444439999999	0.0	0.066666667	0.0	0	0.074166667	1.5	0.22	0.0	0.0411985
25234	5440	0	1	4	3	2	5	0.0	1	2013	2	9	6	12.33333333	45	1	1	2	983	0.2347222219999999	0.084444444	0.121944444	0.0	0.055	0.0	0	0.081666667	0.0	0.16	0.0	0.129252
25238	5441	1	3	3	3	6	1	1.0	1	2013	2	9	6	15.66666667	54	1	0	0	3763	0.8230555559999999	0.2175	0.218333333	0.15	0.0	0.0	0	0.206666667	2.4	0.6	0.0	0.428763
25242	5441	3	1	1	1	6	1	1.0	1	2013	2	9	6	20.0	26	1	0	0	1863	0.4769444439999999	0.220277778	0.1225	0.0	0.17	0.0	0	0.153611111	1.5	0.37	0.0	0.44123
25268	5450	4	0	3	3	6	3	0.0	1	2013	2	9	6	13.83333333	13	0	0	0	2032	0.451944444	0.1072222219999999	0.045	0.0	0.195277778	0.0	0	0.138333333	0.0	0.32	0.0	0.5
25281	5452	2	3	3	3	6	5	0.0	1	2013	2	9	6	15.75	7	0	0	0	8120	2.156111111	0.6808333329999999	0.139444444	0.233333333	0.0	0.066666667	1	0.510555556	0.0	1.6	0.0	0.408052
25313	5460	2	1	3	3	2	3	0.0	1	2013	2	10	7	16.5	15	0	0	1	3712	0.8594444440000001	0.2319444439999999	0.2713888889999999	0.0	0.193055556	0.0	0	0.2238888889999999	0.0	0.54	0.0	0.209677
25315	5460	3	1	3	3	2	3	0.0	1	2013	2	10	7	15.25	13	0	0	1	7473	1.6947222219999998	0.515	0.111666667	0.0	0.441111111	0.136666667	1	0.324722222	0.0	1.06	0.0	0.420017
25319	5460	5	1	4	3	2	5	0.0	1	2013	2	10	7	13.21666667	6	1	0	1	4000	0.928333333	0.249722222	0.267777778	0.0	0.2191666669999999	0.0	0	0.251944444	0.0	0.59	0.0	0.283352
25325	5462	0	1	4	3	1	5	0.0	1	2013	2	10	7	19.0	68	1	0	1	8028	1.942222222	0.556666667	0.245	0.1	0.3833333329999999	0.1166666669999999	1	0.3988888889999999	0.0	1.31	0.0	0.259053
25329	5463	2	1	2	4	1	2	0.0	1	2013	2	10	7	18.0	17	0	1	2	1305	0.335555556	0.086944444	0.137222222	0.0	0.066666667	0.0	0	0.061944444	0.0	0.22	0.0	0.058296
25379	5477	0	0	3	3	6	1	1.0	1	2013	2	11	1	10.0	54	0	1	0	4448	1.139166667	0.419166667	0.189722222	0.166666667	0.0	0.083333333	1	0.361111111	2.4	0.91	10.5	0.6507689999999999
25392	5481	1	3	4	5	4	1	1.0	1	2013	2	11	1	17.83333333	32	0	1	2	1798	0.456111111	0.138888889	0.076944444	0.0	0.160555556	0.0	0	0.128888889	1.5	0.64	0.0	0.2629309999999999
25408	5483	0	6	4	1	1	5	0.0	1	2013	2	12	2	22.1	70	0	1	1	1003	0.303055556	0.100277778	0.064166667	0.0	0.083888889	0.0	0	0.086388889	0.0	0.29	0.0	0.102894
25420	5486	0	0	1	3	6	4	1.0	1	2013	2	12	2	16.0	20	0	1	0	449	0.120555556	0.073333333	0.0461111109999999	0.0	0.053333333	0.0	0	0.0627777779999999	1.5	0.12	0.0	0.2168139999999999
25426	5488	0	1	1	3	1	5	0.0	1	2013	2	12	2	18.83333333	72	0	1	1	697	0.231666667	0.082777778	0.140277778	0.0	0.038055556	0.0	0	0.105	0.0	0.25	0.0	0.333333
